source_name,author,date,title,description,content,title_desc,one_shot_class,tesla_related,label,title_label,title_score,content_label,content_score,description_label,description_score,title_desc_label,title_desc_score,source_country
Fox News,Hanna Panreck,2023-09-19,Larry David accused stunned Elon Musk at a wedding of supporting child murder: Book,"Comedian Larry David confronted billionaire Elon Musk at a wedding over the X owner's support for the GOP, according to a new book.","According to a new book, liberal comedian Larry David confronted billionaire Elon Musk at wedding they both attended over his support for the Republican Party, equating it with supporting child murde [+3882 chars]","Larry David accused stunned Elon Musk at a wedding of supporting child murder: Book Comedian Larry David confronted billionaire Elon Musk at a wedding over the X owner's support for the GOP, according to a new book.",no,no,neutral,neutral,0.7870703935623169,neutral,0.5485529899597168,neutral,0.6299843192100525,neutral,0.5663068890571594,US
The Jerusalem Post,By ZVIKA KLEIN,2023-09-19,WZO leaders clash over Netanyahu-Musk meeting,Discussions in the WZO about Prime Minister Benjamin Netanyahu's meeting with Elon Musk started Monday and continued Tuesday.,"The Monday conversation between Israeli Prime Minister Benjamin Netanyahu and Tesla CEO Elon Musk, aimed at addressing concerns about antisemitism, has ignited a lively debate among senior officials  [+3827 chars]",WZO leaders clash over Netanyahu-Musk meeting Discussions in the WZO about Prime Minister Benjamin Netanyahu's meeting with Elon Musk started Monday and continued Tuesday.,no,,,negative,0.9000696539878845,positive,0.4539059698581695,neutral,0.881184458732605,negative,0.855036735534668,Israel
The Jerusalem Post,By IMRAN AHMED,2023-09-19,"Elon Musk's embrace of antisemitism, hate speech is a danger to Jews - opinion","Elon Musk's actions since taking the helm of X have additionally made it easier for extremists and neo-Nazis to publish and spread the anti-Jewish hatred, lies, and conspiracy theories.",New research published last week by the Center for Countering Digital Hate (CCDH) shows that X (formerly Twitter) continues to host nearly 86% of the 300 posts we reported for hate speech which inclu [+5150 chars],"Elon Musk's embrace of antisemitism, hate speech is a danger to Jews - opinion Elon Musk's actions since taking the helm of X have additionally made it easier for extremists and neo-Nazis to publish and spread the anti-Jewish hatred, lies, and conspiracy theories.",no,,,negative,0.5685464143753052,neutral,0.8839775919914246,neutral,0.6635786294937134,negative,0.5119100213050842,Israel
Fortune,Paolo Confino,2023-09-19,"AI's existential threat is a completely bonkers distraction because there are 'like 101 more practical issues' to talk about, top founder in the field says","Suleyman, one of the worlds leading AI experts believes talk of existential risk stuff from the likes of Elon Musk distracts from the pressing need for AI regulation.","Elon Musk has repeatedly referred to AI as a civilizational risk. Geoffrey Hinton, one of the founding fathers of AI research, changed his tune recently, calling AI an existential threat. And then th [+5591 chars]","AI's existential threat is a completely bonkers distraction because there are 'like 101 more practical issues' to talk about, top founder in the field says Suleyman, one of the worlds leading AI experts believes talk of existential risk stuff from the likes of Elon Musk distracts from the pressing need for AI regulation.",no,no,neutral,neutral,0.8434790372848511,neutral,0.4937517940998077,neutral,0.4988415837287903,neutral,0.6060085296630859,US
Business Insider,Hasan Chowdhury,2023-09-20,Elon Musk denied a report that Tesla planned to build a factory in Saudi Arabia. It's the latest development in his complicated history with the nation.,Tesla CEO Elon Musk has a thorny and sometimes adversarial relationship with the Saudi government. Here's what we know.,"Elon Musk has a longstanding feud with Saudi Arabia. Chesnot/Getty Images
<ul><li>Elon Musk has denied a report suggesting Tesla has plans to set up a factory in Saudi Arabia.</li><li>The Wall Stree [+6664 chars]",Elon Musk denied a report that Tesla planned to build a factory in Saudi Arabia. It's the latest development in his complicated history with the nation. Tesla CEO Elon Musk has a thorny and sometimes adversarial relationship with the Saudi government. Here's what we know.,yes,,,neutral,0.8974828720092773,negative,0.8673861622810364,neutral,0.7537629008293152,neutral,0.7600454688072205,US
Next Big Future,Brian Wang,2023-09-20,Tesla Semi Haters Were Wrong. Heavy Loads With Pepsi and Not Chips,"The Run on Less Event has proven that those who doubted the Tesla Semi truck doubters were wrong. They said that the Tesla Semi could not carry 44,000 lbs of payload. This is despite eleven 4000 lbs ten foot cement jersey barriers being carried on the demo ru","The Run on Less Event has proven that those who doubted the Tesla Semi truck doubters were wrong. 
They said that the Tesla Semi could not carry 44,000 lbs of payload. This is despite eleven 4000 lb [+2948 chars]","Tesla Semi Haters Were Wrong. Heavy Loads With Pepsi and Not Chips The Run on Less Event has proven that those who doubted the Tesla Semi truck doubters were wrong. They said that the Tesla Semi could not carry 44,000 lbs of payload. This is despite eleven 4000 lbs ten foot cement jersey barriers being carried on the demo ru",yes,yes,positive,neutral,0.7880978584289551,negative,0.7610670924186707,negative,0.6185625791549683,negative,0.6793426275253296,US
Business Insider,Tim Levin,2023-09-20,A Tesla sedan drag raced a $4 million Bugatti  the results were surprisingly close,"The $110,000 Tesla Model S Plaid did surprisingly well against the multimillion-dollar Bugatti supercar.","Both the Tesla and the Bugatti offer massive amounts of horsepower and speed  but one is gas-powered and one is electric. Bugatti, Tesla
<ul><li>A Tesla Model S drag raced a Bugatti Chiron. </li><l [+2290 chars]","A Tesla sedan drag raced a $4 million Bugatti  the results were surprisingly close The $110,000 Tesla Model S Plaid did surprisingly well against the multimillion-dollar Bugatti supercar.",yes,,,positive,0.68986976146698,neutral,0.892733633518219,positive,0.9464627504348756,positive,0.926883578300476,US
The Washington Post,Will Oremus,2023-09-20,Eight interesting details from Walter Isaacsons Elon Musk biography,Did Musks dad own an emerald mine? Does Musk believe his own wild promises? And how smart is he really?,"Comment on this story
Comment
Walter Isaacsons new biography of Elon Musk has made headlines for its now-disputed account of how Musk supposedly scuttled a Ukrainian drone attack by pulling the plu [+7642 chars]",Eight interesting details from Walter Isaacsons Elon Musk biography Did Musks dad own an emerald mine? Does Musk believe his own wild promises? And how smart is he really?,no,no,neutral,neutral,0.9401353597640992,neutral,0.6116029620170593,neutral,0.92835134267807,neutral,0.9333917498588562,US
Business Insider,"htenore@insider.com (Haley Tenore,Grace Kay)",2023-09-20,"Elon Musk told Tucker Carlson he 'voted for Biden.' Turns out, he apparently didn't vote at all.","Elon Musk said multiple times he ""voted for Biden"" in 2020, but a new book says he didn't vote in the general election, thinking it a waste of time.","Elon Musk has seemingly changed his tune about how he voted in the 2020 US presidential election.
Rather, he apparently didn't vote in the general election telling biographer Walter Isaacson that he [+4177 chars]","Elon Musk told Tucker Carlson he 'voted for Biden.' Turns out, he apparently didn't vote at all. Elon Musk said multiple times he ""voted for Biden"" in 2020, but a new book says he didn't vote in the general election, thinking it a waste of time.",no,no,negative,neutral,0.6968136429786682,neutral,0.7394082546234131,negative,0.6272425651550293,negative,0.5145757794380188,US
Business Insider,Haley Tenore,2023-09-20,Elon Musk crashed Grimes' voice-recording session for 'Cyberpunk 2077' with a 200-year-old musket and 'insisted' on a cameo,"Elon Musk visited Grimes while she was recording lines for ""Cyberpunk 2077"" and brought a 200-year old gun. Musk apparently ""insisted"" on a cameo.","Walter Isaacson's new biography on Elon Musk reveals a time when he entered Grimes's recording session for Cyberpunk 2077 with a gun because he wanted a cameo in the game.Theo Wargo/Getty Images
<ul [+3205 chars]","Elon Musk crashed Grimes' voice-recording session for 'Cyberpunk 2077' with a 200-year-old musket and 'insisted' on a cameo Elon Musk visited Grimes while she was recording lines for ""Cyberpunk 2077"" and brought a 200-year old gun. Musk apparently ""insisted"" on a cameo.",no,no,neutral,neutral,0.4847384393215179,neutral,0.9270830154418944,neutral,0.6409273147583008,neutral,0.6153757572174072,US
Business Insider,Beatrice Nolan,2023-09-20,"Elon Musk's suggested X paywall is too risky to succeed, experts say: 'It will only speed up the deterioration of a platform in chaos.'","Elon Musk has proposed a paywall for X, formerly Twitter, and experts are skeptical about the suggested business model.","Elon Musk said a paywall for X could help combat bots on the platform.Chesnot/Getty Images
<ul><li>Elon Musk has proposed a paywall for X, but some experts are skeptical.</li><li>The billionaire sai [+2774 chars]","Elon Musk's suggested X paywall is too risky to succeed, experts say: 'It will only speed up the deterioration of a platform in chaos.' Elon Musk has proposed a paywall for X, formerly Twitter, and experts are skeptical about the suggested business model.",no,no,negative,negative,0.7181044816970825,neutral,0.8354610800743103,neutral,0.7459351420402527,neutral,0.5064680576324463,US
Breitbart News,"Lucas Nolan, Lucas Nolan",2023-09-20,Feds Expand Investigation into Elon Musk and Tesla over Undisclosed Perks Such as a Glass Mansion,"Federal prosecutors are reportedly widening their investigation into Tesla and its CEO, Elon Musk, probing into undisclosed personal benefits and a mysterious project known as ""Project 42"" that allegedly was planned to build Musk a mansion made of glass.","Federal prosecutors are reportedly widening their investigation into Tesla and its CEO, Elon Musk, probing into undisclosed personal benefits and a mysterious project known as Project 42 that alleg [+2179 chars]","Feds Expand Investigation into Elon Musk and Tesla over Undisclosed Perks Such as a Glass Mansion Federal prosecutors are reportedly widening their investigation into Tesla and its CEO, Elon Musk, probing into undisclosed personal benefits and a mysterious project known as ""Project 42"" that allegedly was planned to build Musk a mansion made of glass.",yes,yes,negative,neutral,0.5798969268798828,neutral,0.5154784321784973,negative,0.5609427094459534,negative,0.4943076968193054,US
Business Insider,Tim Levin,2023-09-20,Tesla is giving away a free car to owners who get their friends to buy a Tesla,Tesla owners who get a friend to buy a Tesla before the end of the month could win a free Model 3.,"The Tesla Model 3.Xing Yun/Getty Images
<ul><li>Tesla is dangling the prospect of a free Model 3 in front of its loyal fans. </li><li>Tesla owners who get a friend to buy a Tesla before the end of t [+1753 chars]",Tesla is giving away a free car to owners who get their friends to buy a Tesla Tesla owners who get a friend to buy a Tesla before the end of the month could win a free Model 3.,yes,yes,positive,neutral,0.8896525502204895,neutral,0.8863766193389893,neutral,0.8672335743904114,neutral,0.8815065622329712,US
The Jerusalem Post,By ZVIKA KLEIN,2023-09-20,ADL CEO: Thankful for Netanyahu asking Musk to interfere in antisemitism on X - interview,"Earlier this month, X owner Elon Musk threatened to sue the Anti-Defamation League (ADL) for billions of dollars.",Anti Defamation League CEO Jonathan Greenblatt thanked Prime Minister Benjamin Netanyahu for urging X owner businessman Elon Musk to combat antisemitism on his social media platform in a meeting on M [+7376 chars],"ADL CEO: Thankful for Netanyahu asking Musk to interfere in antisemitism on X - interview Earlier this month, X owner Elon Musk threatened to sue the Anti-Defamation League (ADL) for billions of dollars.",no,no,neutral,neutral,0.7595741748809814,positive,0.8577584028244019,negative,0.7799763083457947,negative,0.7006886601448059,Israel
TechCrunch,Aria Alamalhodaei,2023-09-20,"J.B. Straubel talks Tesla, Redwood Materials and keeping a startup mentality at any scale | TechCrunch","J.B. Straubel has worn many hats in his career: co-founder of Tesla, Tesla Board Member, and more recently, founder and CEO of battery materials and","J.B. Straubel has worn many hats in his career: co-founder of Tesla, Tesla Board Member, and more recently, founder and CEO of battery materials and recycling startup Redwood Materials.
But in his h [+3554 chars]","J.B. Straubel talks Tesla, Redwood Materials and keeping a startup mentality at any scale | TechCrunch J.B. Straubel has worn many hats in his career: co-founder of Tesla, Tesla Board Member, and more recently, founder and CEO of battery materials and",yes,,,neutral,0.9178162217140198,neutral,0.9357243776321412,neutral,0.9262669682502748,neutral,0.9270293712615968,US
Mashable,James Paul,2023-09-20,Elon Musk Suggests Twitter Might Go Behind Paywall; Might Charge Regular Users A Small Fee,Elon Musk Suggests Twitter Might Go Behind Paywall; Might Charge Regular Users A Small Feemashable.com,The metamorphosis of Twitter into X comes at a greater cost amid mounting expenses to run the microblogging platform. It seems like ad revenues and premium subscriptions are not enough to sustain the [+2418 chars],Elon Musk Suggests Twitter Might Go Behind Paywall; Might Charge Regular Users A Small Fee Elon Musk Suggests Twitter Might Go Behind Paywall; Might Charge Regular Users A Small Feemashable.com,yes,no,neutral,neutral,0.8950272798538208,negative,0.8915484547615051,neutral,0.9178854823112488,neutral,0.9206859469413756,UK
Ars Technica,Jonathan M. Gitlin,2023-09-21,"Jaguar jettisions CCS charger plug, negotiates Tesla Supercharger access",Jaguars will sport native North American Charging Standard plugs from 2025.,"Enlarge/ Jaguar is the latest automaker to negotiate a switch from the Combined Charging Standard to the North American Charging Standard.
10 with 
The North American Charging Standard has another  [+2913 chars]","Jaguar jettisions CCS charger plug, negotiates Tesla Supercharger access Jaguars will sport native North American Charging Standard plugs from 2025.",yes,yes,positive,neutral,0.8620098829269409,neutral,0.8078792691230774,neutral,0.8763024210929871,neutral,0.8420689105987549,US
The Times of India,New York Times,2023-09-21,"For Tesla and Musk, auto strike carries benefits and risks","Unencumbered by an activist union, Tesla can take advantage of the work stoppages to add to its substantial lead in battery technology and software. As the three established automakers face increases in labor costs and struggle to master electric vehicles, Te","The United Auto Workers strike against the Michigan automakers would seem to be nothing but good news for Tesla, the electric vehicle maker that has upended the industry and stolen customers from For [+8796 chars]","For Tesla and Musk, auto strike carries benefits and risks Unencumbered by an activist union, Tesla can take advantage of the work stoppages to add to its substantial lead in battery technology and software. As the three established automakers face increases in labor costs and struggle to master electric vehicles, Te",yes,,,neutral,0.713570237159729,negative,0.8880543112754822,positive,0.5291001200675964,positive,0.7546727061271667,India
Newsweek,Sophie Lloyd,2023-09-21,Kathy Griffin Explains Elon Musk Feud'He Got Very Upset With Me',"The comedian said the SpaceX founder kicked her off Twitter ""personally"" due to the stunt.","Kathy Griffin has revealed the reason for her feud with Elon Musk, after the tech mogul kicked the comedian off Twitter last year.
Appearing on the podcast Onward with Rosie O'Donnell, the 62-year-o [+3905 chars]","Kathy Griffin Explains Elon Musk Feud'He Got Very Upset With Me' The comedian said the SpaceX founder kicked her off Twitter ""personally"" due to the stunt.",no,,,negative,0.6473329663276672,negative,0.4897578656673431,negative,0.8989944458007812,negative,0.8698315024375916,US
Breitbart News,"Alana Mastrangelo, Alana Mastrangelo",2023-09-21,Green Inferno: Tesla Model 3 Engulfed in Flames After Hitting Debris on New Jersey Road,"A 2022 Tesla Model 3 reportedly caught fire and was completely destroyed in Newark, New Jersey, last week after the electric vehicle struck debris on the road.","A 2022 Tesla Model 3 reportedly caught fire and was completely destroyed in Newark, New Jersey, last week after the electric vehicle struck debris on the road.
The electric vehicle started issuing w [+2445 chars]","Green Inferno: Tesla Model 3 Engulfed in Flames After Hitting Debris on New Jersey Road A 2022 Tesla Model 3 reportedly caught fire and was completely destroyed in Newark, New Jersey, last week after the electric vehicle struck debris on the road.",yes,yes,negative,neutral,0.5115678906440735,negative,0.8452920317649841,negative,0.9301725029945374,negative,0.836414098739624,US
Business Insider,Lloyd Lee,2023-09-21,"Elon Musk's claim that no monkey died as a result of Neuralink implants contradicts records that show how the animals experienced brain swelling, paralysis, seizures, and other health effects, letter to SEC alleges","A nonprofit alleges that research records of Neuralink's experiment on at least a dozen monkeys contradict Elon Musk's claims that ""no monkey has died as a result"" of the chip.","Elon Musk in June 2023 at the Viva Tech conference.Chesnot/Getty Images
<ul><li>Elon Musk's Neuralink used monkeys to test its brain chip that can connect to a device.</li><li>Musk said on X, former [+4901 chars]","Elon Musk's claim that no monkey died as a result of Neuralink implants contradicts records that show how the animals experienced brain swelling, paralysis, seizures, and other health effects, letter to SEC alleges A nonprofit alleges that research records of Neuralink's experiment on at least a dozen monkeys contradict Elon Musk's claims that ""no monkey has died as a result"" of the chip.",no,no,negative,negative,0.687387228012085,neutral,0.9038934111595154,negative,0.6920591592788696,negative,0.5503222346305847,US
Breitbart News,"Lucas Nolan, Lucas Nolan",2023-09-21,Elon Musk's Neuralink Announces Human Trials of Brain-Computer Interface,"Elon Musks Neuralink has initiated the recruitment of subjects for its first human clinical trial, aiming to explore the potential of its creepy brain-computer interface technology that has produced nasty results for unfortunate test monkeys in recent years.","Elon Musks Neuralink has initiated the recruitment of subjects for its first human clinical trial, aiming to explore the potential of its creepy brain-computer interface technology that has produced  [+3753 chars]","Elon Musk's Neuralink Announces Human Trials of Brain-Computer Interface Elon Musks Neuralink has initiated the recruitment of subjects for its first human clinical trial, aiming to explore the potential of its creepy brain-computer interface technology that has produced nasty results for unfortunate test monkeys in recent years.",no,no,neutral,neutral,0.8970279693603516,positive,0.586844801902771,neutral,0.5104023814201355,neutral,0.5470616817474365,US
Wired,Aarian Marshall,2023-09-21,How Elon Musk and Tesla Helped Spark the UAW Auto Strikes,Tesla isn't involved in the UAW strike at Detroits Big Three automakers. But the EV maker and its irrepressible CEO had plenty to do with why the walkouts happened.,"Elon Musk hasnt been sighted at the picket lines in Missouri, Ohio, or Michigan, where autoworkers are striking against the Big Three US carmakers. Yet the influence of Musk and his non-unionized com [+2863 chars]",How Elon Musk and Tesla Helped Spark the UAW Auto Strikes Tesla isn't involved in the UAW strike at Detroits Big Three automakers. But the EV maker and its irrepressible CEO had plenty to do with why the walkouts happened.,yes,yes,neutral,neutral,0.9006179571151733,negative,0.8671162128448486,negative,0.5947468280792236,neutral,0.64726322889328,US
Engadget,Karissa Bell,2023-09-22,What the Elon Musk biography revealed about his tumultuous Twitter takeover,"From alarming questions about Elon Musks role in Ukraines war effort
, to new details about his complicated personal life, there has been no shortage of bombshells from Walter Isaacsons recently released biography of Elon Musk.
The book covers his childho","From alarming questions about Elon Musks role in Ukraines war effort, to new details about his complicated personal life, there has been no shortage of bombshells from Walter Isaacsons recently relea [+7323 chars]","What the Elon Musk biography revealed about his tumultuous Twitter takeover From alarming questions about Elon Musks role in Ukraines war effort
, to new details about his complicated personal life, there has been no shortage of bombshells from Walter Isaacsons recently released biography of Elon Musk.
The book covers his childho",no,no,neutral,neutral,0.8715240359306335,neutral,0.9035388231277466,neutral,0.927039623260498,neutral,0.9275179505348206,US
Fortune,Steve Mollman,2023-09-22,"Elon Musk generated money out of thin air to make Tesla succeed, says billionaire investor Jeremy Grantham","Grantham told his favorite loser story of when he called Tesla shares incredibly expensive, only to watch them skyrocket.","Legendary investor Jeremy Grantham has made plenty of good bets in his time, but he did not foresee the success that Tesla and its CEO Elon Musk would have. Grantham, a cofounder of investment manage [+2657 chars]","Elon Musk generated money out of thin air to make Tesla succeed, says billionaire investor Jeremy Grantham Grantham told his favorite loser story of when he called Tesla shares incredibly expensive, only to watch them skyrocket.",yes,yes,neutral,positive,0.7345966100692749,neutral,0.764507532119751,neutral,0.6822253465652466,neutral,0.8697637915611267,US
Business Insider,Tom Carter,2023-09-22,Elon Musk's X has added 'formerly Twitter' to its App Store description as users continue to struggle with its rebrand,"The app has changed its description on the app store from ""Blaze your glory"" to ""Formerly Twitter"", after the chaotic rebrand of the social media platform.","CEO of SpaceX and Tesla and owner of Twitter, Elon Musk.Chesnot via Getty Images
<ul><li>X changes its app store tagline after users complain about confusing new name and logo.</li><li>The social me [+1969 chars]","Elon Musk's X has added 'formerly Twitter' to its App Store description as users continue to struggle with its rebrand The app has changed its description on the app store from ""Blaze your glory"" to ""Formerly Twitter"", after the chaotic rebrand of the social media platform.",no,no,neutral,negative,0.6630899310112,negative,0.9211490750312804,neutral,0.8333243727684021,neutral,0.7446109652519226,US
Engadget,Steve Dent,2023-09-22,Jaguar signs on to use Tesla's chargers too,"Jaguar is joining Mercedes, Polestar and other automakers in adopting Tesla's NACS chargers for vehicles sold in North America starting in 2025. The company signed an agreement with Tesla to gain access to its 12,000+ Superchargers for its ""current and future","Jaguar is joining Mercedes, Polestar and other automakers in adopting Tesla's NACS chargers for vehicles sold in North America starting in 2025. The company signed an agreement with Tesla to gain acc [+1804 chars]","Jaguar signs on to use Tesla's chargers too Jaguar is joining Mercedes, Polestar and other automakers in adopting Tesla's NACS chargers for vehicles sold in North America starting in 2025. The company signed an agreement with Tesla to gain access to its 12,000+ Superchargers for its ""current and future",yes,yes,positive,neutral,0.5498837232589722,positive,0.8476879596710205,positive,0.849663257598877,positive,0.8545742630958557,US
Fortune,Will Daniel,2023-09-22,Benjamin Netanyahu fears AI could cannibalize more jobs than it creates. This is like having nuclear technology in the Stone Age,"The pace of AI development is outpacing what solutions we need to put in place to maximize the benefits and limit the risks, the Israeli Prime Minister warned.","Israeli Prime Minister Benjamin Netanyahu sat down with Tesla CEO Elon Musk, MIT professor Max Tegmark, and OpenAI president Greg Brockman on Sunday for a round-table discussion about artificial inte [+4019 chars]","Benjamin Netanyahu fears AI could cannibalize more jobs than it creates. This is like having nuclear technology in the Stone Age The pace of AI development is outpacing what solutions we need to put in place to maximize the benefits and limit the risks, the Israeli Prime Minister warned.",no,,,negative,0.8050224184989929,neutral,0.9060271382331848,neutral,0.612474799156189,negative,0.8188716769218445,US
Next Big Future,Brian Wang,2023-09-22,Pepsi Tesla Semi Trucks Drives 480 Miles on 100% Charge,"On Day 10 of the Runonless real world tests, the truck 1 Pepsi Tesla Semi drove 841 miles with one 96% recharge during the day. It drove at about 60 mph and got 841 miles from 175% charge. On Day 11, the truck 1 was driven for 853 miles and the other each for",Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology [+593 chars],"Pepsi Tesla Semi Trucks Drives 480 Miles on 100% Charge On Day 10 of the Runonless real world tests, the truck 1 Pepsi Tesla Semi drove 841 miles with one 96% recharge during the day. It drove at about 60 mph and got 841 miles from 175% charge. On Day 11, the truck 1 was driven for 853 miles and the other each for",yes,,,neutral,0.913307785987854,neutral,0.9305434226989746,neutral,0.9296711683273317,neutral,0.9358536005020142,US
The Jerusalem Post,By MAAYAN JAFFE-HOFFMAN,2023-09-23,Elon Musk and social medias profit-making mechanisms - comment,Forget the news; now its all about entertainment. And thats how billionaire entrepreneur Elon Musk got into trouble over antisemitism.,"During a live-streamed conversation with Prime Minister Benjamin Netanyahu, Elon Musk bluntly admitted that amusement was now the primary driver for social networks.
The main goal of X, at least sin [+6369 chars]",Elon Musk and social medias profit-making mechanisms - comment Forget the news; now its all about entertainment. And thats how billionaire entrepreneur Elon Musk got into trouble over antisemitism.,no,no,neutral,neutral,0.942419707775116,neutral,0.9114670753479004,negative,0.5788330435752869,neutral,0.5662190914154053,Israel
Business Insider,Hannah Getahun,2023-09-23,Elon Musk's grandfather belonged to a political party that believed the world should be governed by technology. Newspapers at the time described it as having 'the tone of an incipient Fascist movement.',"Elon Musk's grandfather Joshua Haldeman was a raging racist and anti-semite, per the Atlantic. He also strongly believed in technocracy at one point in his life.","Elon Musk.Britta Pedersen-Pool/Getty Images
<ul><li>Elon Musk's grandfather, Joshua Haldeman, was a ""radical conspiracy theorist,"" the Atlantic reports.</li><li>Haldeman was convicted in Canada for  [+4875 chars]","Elon Musk's grandfather belonged to a political party that believed the world should be governed by technology. Newspapers at the time described it as having 'the tone of an incipient Fascist movement.' Elon Musk's grandfather Joshua Haldeman was a raging racist and anti-semite, per the Atlantic. He also strongly believed in technocracy at one point in his life.",no,no,negative,neutral,0.5671751499176025,negative,0.5267648696899414,neutral,0.7040233016014099,neutral,0.691449761390686,US
Next Big Future,Brian Wang,2023-09-24,New Teslabot Capabilities. All Neural Net Training and Great Balance. Mass Production Near,"Tesla has released new video of the Optimus Teslabot. They are showing vastly improved balance and hand control. The critical thing is like the FSD (full self driving ) for cars, all of the training is all neural nets and video in and capabilities out. Tesla ",Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology [+593 chars],"New Teslabot Capabilities. All Neural Net Training and Great Balance. Mass Production Near Tesla has released new video of the Optimus Teslabot. They are showing vastly improved balance and hand control. The critical thing is like the FSD (full self driving ) for cars, all of the training is all neural nets and video in and capabilities out. Tesla ",yes,,,neutral,0.5683903098106384,neutral,0.9305434226989746,neutral,0.8201013207435608,neutral,0.7228686213493347,US
Business Insider,Lakshmi Varanasi,2023-09-24,AOC says she's looking to trade in her Tesla for a union-made EV after clash with Elon Musk,AOC reiterated on Face the Nation on Sunday that she wants to trade in her Tesla for a union-made EV.,"Rep. Alexandria Ocasio-Cortez once again said she wants to trade in her Tesla for a union-made EV.Tom Williams/CQ Roll Call
<ul>
<li>AOC said on Face the Nation on Sunday that she wants to trade in  [+1651 chars]",AOC says she's looking to trade in her Tesla for a union-made EV after clash with Elon Musk AOC reiterated on Face the Nation on Sunday that she wants to trade in her Tesla for a union-made EV.,yes,yes,negative,positive,0.6940176486968994,neutral,0.816300630569458,neutral,0.6420128345489502,neutral,0.5716712474822998,US
The Times of India,Reuters,2023-09-24,"Thailand expects Tesla, Google, Microsoft to invest $5 billion: PM Srettha Thavisin","Srettha was speaking to reporters in Bangkok after attending the U.N. General Assembly in New York where he also held talks with company executives earlier this week. Fresh foreign investment would boost Thailand's flagging economy, which is expected to grow ","Thailand's Prime Minister Srettha Thavisin said on Sunday the country expected to receive investment of at least $5 billion from Tesla, Google and Microsoft.""Tesla would be looking into an EV manufac [+974 chars]","Thailand expects Tesla, Google, Microsoft to invest $5 billion: PM Srettha Thavisin Srettha was speaking to reporters in Bangkok after attending the U.N. General Assembly in New York where he also held talks with company executives earlier this week. Fresh foreign investment would boost Thailand's flagging economy, which is expected to grow ",yes,yes,neutral,neutral,0.8632674217224121,positive,0.7249284386634827,positive,0.946239411830902,positive,0.9409295320510864,India
Next Big Future,Brian Wang,2023-09-24,"Oracle is Focused on Generative AI, a New Supercomputer and a Cybertruck Police Car","Oracle CEO Larry Ellison described using Oracle using Tesla Cybertruck as a next-generation police car. He says it will be very safe, very fast and it already has all of the cameras and screens that Oracles software needs. The details will be disclosed when ","Oracle CEO Larry Ellison described using Oracle using Tesla Cybertruck as a next-generation police car. He says it will be very safe, very fast and it already has all of the cameras and screens that  [+1681 chars]","Oracle is Focused on Generative AI, a New Supercomputer and a Cybertruck Police Car Oracle CEO Larry Ellison described using Oracle using Tesla Cybertruck as a next-generation police car. He says it will be very safe, very fast and it already has all of the cameras and screens that Oracles software needs. The details will be disclosed when ",yes,,,neutral,0.8862333297729492,neutral,0.833350658416748,neutral,0.9110936522483826,neutral,0.8400030136108398,US
Business Insider,Tim Levin,2023-09-25,AOC says she'll trade in her Tesla for a union-made EV. Her options are slim.,There aren't many union-made electric cars on the market. And even fewer that we think AOC might like.,"Rep. Alexandria Ocasio-Cortez wants to trade in her Tesla because it isn't union-made. Jeff Bachner/New York Daily News/Tribune News Service via Getty Images, Tesla
<ul><li>Rep. Alexandria Ocasio-Co [+3072 chars]",AOC says she'll trade in her Tesla for a union-made EV. Her options are slim. There aren't many union-made electric cars on the market. And even fewer that we think AOC might like.,yes,yes,negative,neutral,0.8532509803771973,neutral,0.9390392899513244,neutral,0.8224047422409058,neutral,0.7981449365615845,US
Engadget,Kris Holt,2023-09-25,Huawei and Chery Autos claim their first production EV bests the Tesla Model S,"Huawei
 is moving deeper into the electric vehicle business with the help of Chery Autos
 and now we know when the first production model from their joint venture will arrive. Luxeed is slated to debut its coupe-style S7 in China in late November, according","Huawei
 is moving deeper into the electric vehicle business with the help of Chery Autos
 and now we know when the first production model from their joint venture will arrive. Luxeed is slated to d [+1280 chars]","Huawei and Chery Autos claim their first production EV bests the Tesla Model S Huawei
 is moving deeper into the electric vehicle business with the help of Chery Autos
 and now we know when the first production model from their joint venture will arrive. Luxeed is slated to debut its coupe-style S7 in China in late November, according",no,yes,negative,neutral,0.5798870921134949,neutral,0.6681183576583862,positive,0.5545898079872131,positive,0.5385847687721252,US
CNN,"Michelle Toh, Carina Cheng",2023-09-25,Where is the phone?' Huawei keeps quiet about Mate 60 Pro but takes aim at Tesla,"Huawei has disappointed legions of fans  and US officials  eager to know more about its Mate 60 Pro smartphone, which has quickly become a symbol of the tech rivalry between the United States and China since it went on sale last month.","Editors Note: Sign up for CNNs Meanwhile in China newsletter which explores what you need to know about the countrys rise and how it impacts the world.
Huawei has disappointed legions of fans and US [+4424 chars]","Where is the phone?' Huawei keeps quiet about Mate 60 Pro but takes aim at Tesla Huawei has disappointed legions of fans  and US officials  eager to know more about its Mate 60 Pro smartphone, which has quickly become a symbol of the tech rivalry between the United States and China since it went on sale last month.",no,yes,neutral,neutral,0.9134478569030762,negative,0.9289131760597228,negative,0.8038507699966431,positive,0.5929234027862549,US
